date,aod_550nm,no2_column_density,humidity_percent,pm25_estimated,aqi_estimated,aqi_category,aqi_color,data_source,soil_moisture,precipitation_mm,ndwi,flood_risk_score,risk_category,risk_color,is_monsoon_season,data_source_flood,day_of_week,is_weekend,radiance_nw_cm2_sr,activity_level,activity_color,economic_activity_index,data_source_urban,T2M,RH2M,heat_index_c,heat_index_f,heat_risk_level,heat_risk_color,T2M_power,T2M_MAX,T2M_MIN,RH2M_power,WS10M,PRECTOTCORR,day_of_year,month,is_monsoon,season,environmental_stress_index,air_quality_composite,water_stress_index,urban_environmental_load,aqi_estimated_lag1,aqi_estimated_lag3,flood_risk_score_lag1,flood_risk_score_lag3,aqi_estimated_7day_avg,aqi_estimated_7day_std,flood_risk_score_7day_avg,flood_risk_score_7day_std,environmental_stress_index_7day_avg,environmental_stress_index_7day_std,aqi_risk_level,flood_risk_level
2024-02-25,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,25.28,21.75,24.431472222222222,75.97665,3,0,25.28,36.44,15.55,21.75,3.5,0.0,56,2,0,3,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-02-26,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,28.0,31.49,27.16656335819201,80.89981404474563,0,3,28.0,38.04,19.64,31.49,3.16,0.0,57,2,0,3,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-02-27,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,29.1,36.8,28.431703020032987,83.17706543605938,0,3,29.1,37.33,23.68,36.8,2.57,0.01,58,2,0,3,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-02-28,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,30.16,39.52,29.81874663880679,85.67374394985222,0,3,30.16,39.29,23.13,39.52,3.17,0.0,59,2,0,3,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-02-29,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,30.79,40.75,30.74891672258103,87.34805010064585,0,3,30.79,40.05,23.13,40.75,2.66,0.18,60,2,0,3,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-01,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,30.23,51.93,31.722397256695963,89.10031506205273,0,3,30.23,38.31,25.11,51.93,2.29,0.95,61,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-02,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,27.82,60.91,29.282654879183333,84.70877878253,0,3,27.82,34.93,23.01,60.91,3.26,0.37,62,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-03,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,25.06,63.04,25.2676,77.48168,3,0,25.06,30.41,20.08,63.04,4.2,0.09,63,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-04,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,24.15,45.96,23.820622222222223,74.87712,3,0,24.15,32.61,17.67,45.96,3.25,0.0,64,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-05,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,24.8,31.66,24.162233333333333,75.49202,3,0,24.8,35.13,16.1,31.66,3.03,0.0,65,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-06,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,25.53,29.34,24.90465555555556,76.82838000000001,3,0,25.53,34.49,18.53,29.34,2.72,0.0,66,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-07,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,27.12,32.64,26.60389582455253,79.88701248419456,3,0,27.12,37.65,17.86,32.64,3.49,0.0,67,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-08,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,28.4,29.81,27.384861888964835,81.29275140013671,0,3,28.4,38.15,20.27,29.81,4.14,0.0,68,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-09,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,28.74,29.07,27.61216621463028,81.7018991863345,0,3,28.74,38.82,20.4,29.07,3.55,0.0,69,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-10,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,28.33,31.3,27.40713279186452,81.33283902535614,0,3,28.33,38.0,20.17,31.3,2.99,0.0,70,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-11,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,28.96,33.83,28.08069485607073,82.54525074092732,0,3,28.96,39.31,20.65,33.83,3.44,0.02,71,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-12,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,28.98,42.17,28.786410907954775,83.8155396343186,0,3,28.98,38.82,21.37,42.17,3.42,0.03,72,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-13,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,27.69,54.48,28.487197414152863,83.27695534547516,0,3,27.69,36.51,21.02,54.48,3.39,0.0,73,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-14,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,26.78,53.52,27.413487083808327,81.34427675085499,0,3,26.78,35.59,20.5,53.52,3.2,0.0,74,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-15,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,25.92,50.69,25.891127777777783,78.60403000000001,3,0,25.92,34.75,19.07,50.69,2.59,0.0,75,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-16,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,26.32,46.77,26.228772222222226,79.21179000000001,3,0,26.32,34.82,19.8,46.77,2.43,0.0,76,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-17,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,27.28,47.09,27.494677223311484,81.49041900196067,0,3,27.28,36.04,20.45,47.09,2.18,0.0,77,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-18,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,27.84,50.8,28.34016599141788,83.01229878455219,0,3,27.84,36.71,21.17,50.8,2.36,0.0,78,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-19,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,28.27,53.7,29.136078663558436,84.44494159440518,0,3,28.27,37.48,20.95,53.7,3.05,0.08,79,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-20,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,29.79,29.75,28.54209127514243,83.37576429525637,0,3,29.79,40.65,20.08,29.75,3.74,0.02,80,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-21,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,30.21,22.3,28.49453250329535,83.29015850593163,0,3,30.21,40.15,22.09,22.3,3.35,0.01,81,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-22,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,29.91,37.13,29.28043356328316,84.70478041390969,0,3,29.91,39.41,23.43,37.13,2.38,0.1,82,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-23,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,29.45,45.86,29.727080859558832,85.5087455472059,0,3,29.45,38.39,21.74,45.86,3.04,0.02,83,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-24,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,29.98,49.81,30.989905783128943,87.7818304096321,0,3,29.98,39.08,23.02,49.81,2.78,0.0,84,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-25,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,30.2,50.83,31.486651241728666,88.6759722351116,0,3,30.2,39.93,22.86,50.83,3.05,0.01,85,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-26,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,30.35,55.7,32.62417197579226,90.72350955642608,2,1,30.35,40.59,23.15,55.7,2.38,0.02,86,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-27,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,30.76,56.82,33.61490755359317,92.50683359646771,2,1,30.76,40.74,24.59,56.82,2.52,0.06,87,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-28,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,30.72,56.87,33.54947497200009,92.38905494960017,2,1,30.72,39.67,24.77,56.87,2.54,0.03,88,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-29,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,31.67,52.97,34.462403438958006,94.0323261901244,2,1,31.67,39.65,25.59,52.97,2.63,0.25,89,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-30,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,31.01,53.24,33.299667653960604,91.93940177712908,2,1,31.01,40.13,24.45,53.24,3.1,0.01,90,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-03-31,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,31.52,46.06,32.68631158893311,90.8353608600796,2,1,31.52,39.75,25.14,46.06,3.16,0.01,91,3,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-01,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,30.76,45.94,31.507181119299048,88.71292601473829,0,3,30.76,39.26,24.42,45.94,3.11,0.0,92,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-02,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,30.07,47.34,30.74320920660202,87.33777657188364,0,3,30.07,39.27,23.28,47.34,2.78,0.0,93,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-03,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,30.32,48.47,31.277580590649293,88.29964506316873,0,3,30.32,39.57,23.57,48.47,2.58,0.0,94,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-04,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,30.61,48.91,31.790111769376423,89.22220118487756,0,3,30.61,40.1,22.9,48.91,3.27,0.0,95,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-05,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,31.18,53.18,33.5948663055724,92.4707593500303,2,1,31.18,40.47,24.02,53.18,3.32,0.19,96,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-06,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,31.6,45.42,32.687615475263975,90.83770785547514,2,1,31.6,40.59,24.17,45.42,3.78,0.43,97,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-07,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,30.77,48.07,31.888591318224737,89.39946437280453,0,3,30.77,39.51,24.79,48.07,3.49,0.0,98,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-08,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,30.63,52.42,32.46980334999593,90.44564602999267,2,1,30.63,40.39,22.73,52.42,2.6,0.0,99,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-09,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,30.93,53.32,33.17325861729459,91.71186551113028,2,1,30.93,39.92,24.34,53.32,2.2,0.01,100,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-10,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,31.09,52.2,33.220672987372204,91.79721137726996,2,1,31.09,40.06,24.09,52.2,2.66,0.01,101,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-11,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,31.32,46.27,32.411732114163264,90.34111780549388,2,1,31.32,40.84,23.64,46.27,2.79,0.01,102,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-12,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,31.09,45.51,31.921027940028075,89.45785029205054,0,3,31.09,38.93,25.59,45.51,2.47,0.01,103,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-13,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,29.92,50.14,30.952981756058584,87.71536716090546,0,3,29.92,38.19,23.91,50.14,2.51,0.0,104,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-14,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,30.47,54.24,32.54914133874768,90.58845440974582,2,1,30.47,39.64,23.04,54.24,2.67,0.02,105,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-15,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,0,0,29.45,Moderate,2,61.849999999999994,0,33.32,50.75,37.17179496191655,98.90923093144978,2,1,33.32,43.01,25.27,50.75,2.96,0.02,106,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-16,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,1,0,29.45,Moderate,2,61.849999999999994,0,36.44,32.35,37.50407648383935,99.50733767091084,2,1,36.44,43.22,30.17,32.35,4.05,0.02,107,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-17,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,2,0,29.45,Moderate,2,61.849999999999994,0,35.49,35.53,36.79371630313192,98.22868934563746,2,1,35.49,43.41,29.41,35.53,3.08,0.01,108,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-18,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,3,0,29.45,Moderate,2,61.849999999999994,0,33.91,50.19,38.2595491937868,100.86718854881624,2,1,33.91,41.84,27.47,50.19,2.99,0.07,109,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-19,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,4,0,29.45,Moderate,2,61.849999999999994,0,33.06,50.15,36.453680523152606,97.6166249416747,2,1,33.06,39.78,28.13,50.15,3.67,0.05,110,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-20,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,5,1,29.45,Moderate,2,61.849999999999994,0,32.52,49.89,35.313550417332515,95.56439075119852,2,1,32.52,40.53,28.0,49.89,3.29,0.31,111,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
2024-04-21,0.527,0.3727963411861317,81.5,20.05,33.0,"('Good', 'green')",0,real_nasa_satellite_data,0.2165,11.75,0.1275,32.5,Moderate Risk,3,True,0,6,1,29.45,Moderate,2,61.849999999999994,0,31.63,49.78,33.647596633025444,92.5656739394458,2,1,31.63,38.4,26.63,49.78,3.79,0.77,112,4,0,2,19.65,0.19646367180509142,2.543875,971.85,33.0,33.0,32.5,32.5,33.0,0.0,32.5,0.0,19.65,0.0,,2
